EXT_SOURCE_2,DAYS_BIRTH,DAYS_ID_PUBLISH,NEW_AMT_PAYMENT_RATE,DAYS_REGISTRATION,DAYS_EMPLOYED,AMT_ANNUITY,DAYS_LAST_PHONE_CHANGE,TOTALAREA_MODE,LIVINGAREA_AVG,TARGET
0.6367291,57.4657534246575,-4318,17.8759011328527,-5827,-5187,69912,-1952,0.1192,0.1516,0
0.4911136,59.0602739726027,-4021,34.0833333333333,-2610,-4859,37800,-1248,0.2644,0.2514,0
0.4756661,54.1123287671233,-2869,9.38477472812015,-10521,365243,8689.5,-1437,0.275,0.1362,0
0.5716626,32.2575342465753,-3274,24.4851219043962,-5457,-197,46881,0,0.1296,0.1647,0
0.6819787,28.5972602739726,-2542,34.0745148771022,-4759,-1711,34785,0,0.0587,0.0765,0
0.4275113,61.1095890410959,-4126,27.4989087734614,-9273,365243,10309.5,-1549,0.0497,0.0552,0
0.731817,53.8986301369863,-3196,28.7695238095238,-186,-2422,68512.5,-1493,0.0983,0.1218,0
0.5715662,58.0712328767123,-4379,36.3636363636364,-3077,-4753,43312.5,-1818,0.0823,0.0666,0
0.3728156,24.0849315068493,-1472,37.6689563483271,-3293,-391,20308.5,-2,0.0601,0.0553,0
0.7231732,41.1506849315069,-4224,10.0380035469977,-1704,-1733,17761.5,-1625,0.0906,0.111,0
0.5160144,54.8739726027397,-3333,17.8346041055718,-12822,365243,30690,-599,0.1735,0.1141,0
0.7637748,38.7342465753425,-5092,17.8266283524904,-5184,-3016,28188,-2227,0.095,0.1186,0
0.3093251,50.9068493150685,-2129,25.1485148514851,-10737,-9997,48631.5,-1317,0.0574,0.0642,0
0.5730275,29.9178082191781,-1750,9.28518296340732,-343,-899,37507.5,-538,0.0621,0.0652,0
0.5922583,23.4876712328767,-1217,24.4908481567414,-2124,-1110,52366.5,-819,0.0515,0.0654,0
0.3319102,45.5917808219178,-195,10.0586458148214,-7271,-429,25321.5,-1325,0.0499,0.0293,0
0.5934565,34.8246575342466,-3249,34.1997264021888,-1083,-918,26316,-784,0.1076,0.1136,0
0.3605828,54.1397260273973,-3309,34.0552651232263,-12143,365243,30127.5,-392,0.0668,0.0776,0
0.6326069,36.6958904109589,-4412,30.8697788697789,-3455,-5158,31135.5,-1649,0.0499,0.0326,0
0.5138678,32.4547945205479,-4454,30.8365508365508,-6051,-2877,24475.5,-1268,0.0055,0.0066,0
0.5426545,30.6958904109589,-1374,20.7043078209954,-368,-178,32278.5,-694,0.8137,0.6882,0
0.7323617,58.358904109589,-2681,22.6407511737089,-2685,-2478,47925,-1515,0.0282,0.1111,0
0.4279556,27.9698630136986,-2881,9.31303990127519,-3769,-3489,10939.5,-823,0.233,0.2486,0
0.739016,62.5095890410959,-4370,17.3611111111111,-5848,365243,38880,-1948,0.0444,0.0491,0
0.7293895,42.8547945205479,-3992,25.1513844561373,-5427,-6661,52168.5,0,0.199,0.1763,0
0.09115895,66.2082191780822,-4312,13.9573279146558,-6429,365243,17716.5,0,0.0721,0.0523,0
0.6159909,47.2219178082192,-765,25.1627101522476,-6706,-5204,62365.5,0,0.442,0.2493,0
0.5655263,56.0849315068493,-2517,26.8870431893688,-2295,365243,36571.5,-175,0.163,0.1172,0
0.4435357,42.6054794520548,-4585,30.0921572315215,-5626,-8478,23926.5,-2470,0.0545,0.0528,0
0.03322786,46.9479452054794,-653,20.3169443315725,-9793,-927,11074.5,-534,0.0585,0.0692,0
0.642601,22.7452054794521,-700,13.6873802354229,-685,-435,32877,-334,0.207,0.1598,0
0.4363267,54.2575342465753,-2810,32.7322404371585,-11399,-1431,31293,-801,0.0487,0.0619,0
0.0356017,22.4438356164384,-882,15.5812370523824,-5579,-118,30411,0,0.0841,0.0895,0
0.2975631,24.0821917808219,-1480,18.2953408791787,-4328,-493,17095.5,-320,0.0783,0.0832,0
0.5211843,51.3808219178082,-2312,34.08203125,-1248,-1325,36864,-35,0.0925,0.1255,0
0.5192632,47.1698630136986,-711,25.2157549234136,-7031,-578,20565,-1626,0.048,0.0477,0
0.4945844,34.0931506849315,-4280,15.4986522911051,-1024,-2480,13356,0,0.1009,0.1165,0
0.5543946,48.8575342465753,-1319,8.42687747035573,-801,-751,17077.5,-149,0.0636,0.0808,0
0.6160582,49.1205479452055,-1468,32.7069807526573,-9127,-1499,15664.5,-4,0,0.0171,0
0.2665198,45.6657534246575,-14,34.0672451193059,-7355,-2277,33192,-1940,0.0621,0.0511,0
0.02338391,29.9753424657534,-2304,8.42682926829268,-4782,-525,5904,-508,0.1478,0.1539,0
0.7874667,40.8684931506849,-2476,22.7066303360581,-1529,-2064,9909,-2226,0.1514,0.1387,0
0.6073845,40.4575342465753,-4969,15.3609831029186,-2162,-3172,17577,-2607,0.1152,0.1153,0
0.3387236,29.9945205479452,-3158,12.8797453966811,-637,-2384,39591,0,0.0424,0.0494,0
0.6862176,44.3369863013699,-4201,30.8444902162719,-3733,-3157,26217,0,0.1304,0.1615,0
0.6471381,55.6054794520548,-3647,9.71665897554222,-10529,365243,29254.5,-2848,0.2497,0.2383,0
0.5176963,35.2191780821918,-1042,20.4594594594595,-1256,-772,26640,-2526,0.0357,0.0358,0
0.7182656,42.6082191780822,-4624,9.28628283364288,-8733,-1577,16960.5,-408,0.0165,0.0371,0
0.5353519,46.1260273972603,-383,34.0147643384441,-9301,-527,23773.5,-344,0.0512,0.0505,0
0.4580168,58.0739726027397,-4604,22.7041919715598,-2422,365243,30379.5,-140,0.0986,0.115,0
0.772402,36.241095890411,-5506,9.23903622811579,-3566,-1130,25960.5,-74,0.0674,0.0659,0
0.5326692,33.7205479452055,-4354,20,-2757,-163,9000,-963,0.045,0.0483,0
0.4412053,37.0054794520548,-4822,19.4955248169243,-1329,-2798,27652.5,-1446,0.0699,0.0755,0
0.5819377,56.7479452054795,-2265,30.1251338534496,-2362,365243,29416.5,-461,0.0414,0.0532,0
0.7749369,62.2301369863014,-4850,36.3664469742361,-3655,-8113,37552.5,-1558,0.0526,0.0493,0
0.3404744,26.1397260273973,-2216,21.331859257835,-459,-707,23404.5,-311,0.0735,0.0661,0
0.5865959,29.5123287671233,-2439,36.2013878180416,-2421,-1246,29182.5,-3,0.0717,0.0922,0
0.3964061,44.2821917808219,-2230,30.811544991511,-3559,-1619,21204,-1845,0.0184,0.0233,0
0.4726782,42.358904109589,-4207,30.8424391963342,-5616,-218,25533,-262,0.0897,0.1046,0
0.5974494,62.0739726027397,-4419,13.9597014925373,-9875,365243,18090,-1198,0.1225,0.119,0
0.5616484,66.2794520547945,-4792,12.8782816229117,-6435,365243,37710,-1561,0.0369,0.0469,0
0.5867921,41.4876712328767,-4320,34.808235098788,-3148,-2630,54207,0,0.2431,0.3053,0
0.7372746,64.5917808219178,-4293,30.8821362799263,-4664,365243,34209,-1183,0.0719,0.0924,0
0.6410929,59.7808219178082,-4156,36.3671006668784,-3275,365243,42511.5,-1232,0.0719,0.0728,0
0.7608189,42.1095890410959,-2681,9.70414673046252,-6442,-4433,22572,-2322,0.1165,0.1216,0
0.5756043,26.1150684931507,-1149,20,-126,-635,9000,-230,0.135,0.1129,0
0.7357427,53.7424657534247,-2904,17.7485105048605,-6569,-3788,14350.5,-2838,0.0504,0.0535,0
0.2823264,36.027397260274,-3960,20.4005340453939,-6787,-757,16852.5,-2054,0.0447,0.0393,0
0.7800851,67.5890410958904,-3911,10.2129195236377,-12766,365243,24939,-2699,0.2143,0.1669,0
0.7356917,61.4657534246575,-5641,30.2580285873399,-4810,365243,24241.5,-4,0.1142,0.1237,0
0.7520201,49.0931506849315,-1464,20.7134040977536,-9884,-9560,36459,-66,0.0066,0.0076,0
0.2665198,48.0767123287671,-1092,18.3494376683035,-9666,-328,28408.5,-1704,0.0424,0.047,0
0.4648205,28.3616438356164,-3013,19.5121951219512,-5027,-1116,14575.5,-1,0.0753,0.056,0
0.6177946,53.6767123287671,-3123,34.0147643384441,-8388,-8337,23773.5,-1737,0.282,0.2575,0
0.6030741,39,-4054,14.8367952522255,-6778,-79,15165,0,0.2305,0.2529,0
0.6718115,46.9342465753425,-673,12.519619047619,-3178,-330,11812.5,-1338,0.124,0.107,0
0.611351,59.8575342465753,-2715,28.1357070876722,-6017,-6019,40189.5,-1844,0.0679,0.0654,0
0.7184116,60.0383561643836,-4066,20,-11094,-153,11250,-503,0.1198,0.1275,0
0.4989796,44.241095890411,-4257,19.5367192862045,-10278,-839,52452,0,0.0472,0.0457,0
0.5551724,45.2630136986301,-77,30.8383620689655,-3925,-634,25056,0,0.2345,0.3147,0
0.1881058,21.3534246575342,-425,20,-7784,-662,9000,-378,0.1014,0.1273,0
0.5979594,23.4219178082192,-1212,20.2830188679245,-1063,-1540,9540,-1,0.069,0.0877,0
0.4494912,29.1342465753425,-2652,21.4518518518519,-1439,-519,21870,-3,0.051,0.0562,0
0.295432991250528,30.8465753424658,-3951,13.7835975189524,-808,-164,6529.5,-1203,0.0783,0.0881,0
0.6628503,40.0328767123288,-1211,13.9692832764505,-8497,-1082,19777.5,-970,0.1068,0.1027,0
0.6508195,63.8958904109589,-4541,9.98236331569665,-13125,365243,10206,-588,0.1779,0.1868,0
0.2787382,29.3972602739726,-139,17.9109771236035,-4595,-317,25375.5,-393,0.0235,0.0279,0
0.51891378003585,45.2712328767123,-59,10.0772473510311,-586,-485,39496.5,-2081,0.13,0.1572,0
0.4260348,50.5616438356164,-1984,32.8904175951943,-10117,-11171,46444.5,-1040,0.0235,0.0284,0
0.6171851,51.7917808219178,-2440,17.2843295638126,-12060,-3078,16713,0,0.0485,0.0343,0
0.6696575,33.7397260273973,-4469,20.6645056726094,-6390,-4168,22212,-2540,0.0021,0.0034,0
0.4620038,62.1095890410959,-4014,20,-5326,365243,9000,-597,0.0335,0.0437,0
0.65429,33.9671232876712,-2130,20.5601765404855,-621,-632,26509.5,-546,0.0477,0.0606,0
0.4156048,64.1972602739726,-4177,34.660849598163,-9755,365243,19597.5,-5,0.0975,0.1065,0
0.6441714,56.8328767123288,-3557,20,-9765,-11485,9000,-1978,0.2294,0.214,0
0.3241835,31.0465753424658,-3903,23.4695873264228,-5962,-673,23008.5,-538,0.0866,0.1053,0
0.5044354,47.1808219178082,-745,20,-1316,-465,16875,-1531,0.0449,0.0446,0
0.5650211,40.5479452054795,-4808,9.71437823834197,-4159,-325,27792,-2829,0.0045,0.0058,0
0.6497801,55.4575342465753,-2849,30.8444902162719,-4138,365243,26217,-310,0.0482,0.044,0
0.6251096,52.441095890411,-2497,31.8483124762988,-12221,-3200,23733,-540,0.0415,0.0371,0
0.462792,53.4630136986301,-3042,15.236934328813,-8216,-234,29533.5,0,0.183,0.0721,0
0.6443318,43.8383561643836,-4222,22.4932038834951,-8740,-6575,13905,0,0.0446,0.053,0
0.6111743,35.6383561643836,-4791,16.7935512763099,-588,-518,40194,-1089,0.2232,0.0722,0
0.2858979,39.9123287671233,-5062,25.6692335900257,-5494,-116,24543,-1298,0.2343,0.2366,0
0.3027122,27.4246575342466,-2673,18.2086956521739,-4600,-2152,10350,-187,0.0505,0.0336,0
0.589139,35.5479452054795,-4536,27.7204760451633,-7000,-151,29493,-957,0.0481,0.0609,0
0.5636986,46.4958904109589,-525,20,-2668,-656,20250,-2486,0.0064,0.0081,0
0.6661604,31.4739726027397,-3783,30.1431173562321,-5922,-1159,34587,-1100,0.1151,0.0882,0
0.6849308,62.3205479452055,-3512,25.2151775972845,-486,-2170,37120.5,-1211,0.0526,0.0624,0
0.6105765,56.1342465753425,-3696,18.4425770308123,-8042,-1080,6426,-735,0.0538,0.0859,0
0.3980345,42.5671232876712,-5072,8.36306068601583,-31,-1144,17055,-282,0.0614,0.0511,0
0.6332471,26.9561643835616,-2507,18.3727200634417,-4528,-1148,39721.5,-475,0.0092,0.0101,0
0.05596036,54.3232876712329,-3380,31.0803181934822,-2940,365243,17536.5,0,0.142,0.1528,0
0.7043744,55.6109589041096,-3694,25.0552106430155,-4875,-4188,20295,-1627,0.01,0.0141,0
0.6605054,56.586301369863,-4132,34.1997264021888,-9802,-3429,26316,-812,0.2408,0.2452,0
0.6440811,41.1123287671233,-5115,22.6156626506024,-3169,-3145,33615,-1168,0.0393,0.0261,0
0.6351343,38.0383561643836,-5067,10.5325103412616,-4682,-1121,69624,-345,0.1087,0.1361,0
0.3492436,49.9753424657534,-1756,13.6953698135899,-4442,-217,37417.5,0,0.0952,0.1035,0
0.2682547,62.441095890411,-5203,19.3896980461812,-555,365243,12667.5,-302,0.077,0.0728,0
0.5392607,30.158904109589,-3383,12.9222398549082,-3383,-1462,19849.5,-761,0.1641,0.2069,0
0.5944164,27.7342465753425,-2815,22.0361392684002,-1111,-114,30631.5,-1720,0.0649,0.108,0
0.1189,23,-1074,15.3591109053022,-1426,-427,19435.5,-108,0.162,0.1707,0
0.5537732,58.2876712328767,-4450,19.1920989798133,-64,-10082,20731.5,-2,0.0898,0.1439,0
0.492928192244867,39.2438356164384,-4370,36.3636363636364,-7877,-583,9900,-2748,0.0803,0.0889,0
0.6277553,58.5041095890411,-4816,17.3454120397428,-1095,365243,30798,-1645,0.1641,0.2067,0
0.7351087,53.6849315068493,-3138,25.085201793722,-8051,365243,25087.5,0,0.0859,0.052,0
0.5878839,24.2958904109589,-1540,20.690310014608,-8854,-575,27724.5,-558,0.043,0.0301,0
0.527211,39.7890410958904,-5069,17.9092872570194,-8551,-5474,41670,-294,0.3656,0.4418,0
0.3494126,44.5095890410959,-4144,14.8874451273047,-9219,-3466,25627.5,-265,0.0887,0.0258,0
0.6629187,51.786301369863,-2442,30.92743562838,-8,-1281,55750.5,-415,0.2687,0.3101,0
0.7519957,48.8191780821918,-1375,22.6045662100457,-7936,-8013,29565,-688,0.0662,0.0873,0
0.5211298,68.1506849315068,-4878,10.2087722658495,-5757,-327,23494.5,-1296,0.079,0.0976,0
0.2391958,49.5369863013699,-1610,18.2961992136304,-3081,-991,17167.5,0,0.0647,0.0531,0
0.8015816,49.5890410958904,-1403,14.3411332430864,-12164,-203,69808.5,-2510,0.5418,0.083,0
0.7859329,56.2657534246575,-4039,19.2764891087837,-2720,365243,70033.5,-1363,0.1661,0.0883,0
0.7749025,42.0301369863014,-4139,34.2021464795377,-2729,-3144,38155.5,-1679,0.0571,0.0648,0
0.4003526,34.7452054794521,-4522,28.1411087113031,-3163,-2146,43753.5,-3761,0.1536,0.1208,0
0.07335349,48.8630136986301,-1363,10.6964136780651,-4372,-8600,26977.5,0,0.078,0.0992,0
0.726175,54.386301369863,-3328,22.6162851881084,-4099,-1845,34209,-628,0.0515,0.0695,0
0.5644406,60.0657534246575,-4208,20,-8508,-3198,13500,-1460,0.1466,0.1443,0
0.5296196,35.4191780821918,-5144,20,-5144,-473,9000,-851,0.2409,0.2663,0
0.5615246,28.0301369863014,-2908,8.77746187645386,-4630,-912,17410.5,-569,0.0192,0.0374,0
0.4702915,51.3917808219178,-2306,30.7897196261682,-4305,-2413,19260,-540,0.0331,0.0415,0
0.7367406,58.6712328767123,-4654,27.76492364646,-11679,-2744,48622.5,0,0.1014,0.1635,0
0.4315032,42.7972602739726,-3525,32.7562189054726,-5645,-7342,18994.5,-4,0.1363,0.1733,0
0.517052,34.5369863013699,-2099,30.8667452830189,-753,-3707,30528,-150,0.1485,0.1138,0
0.4566112,63.8356164383562,-3777,30.9987924788684,-13404,365243,26086.5,-442,0.1507,0.1524,0
0.5557501,38.2438356164384,-4380,10.8741059966991,-3160,-684,49077,-1679,0.2393,0.1784,0
0.5882812,37.7452054794521,-4629,10.1127232142857,-7018,-1226,16128,-2407,0.0865,0.0644,0
0.5954071,53.4054794520548,-3033,10.0620493040416,-7950,-644,26833.5,-990,0.0465,0.053,0
0.4115635,31.7972602739726,-3451,30.8135379440824,-4652,-2010,21406.5,0,0.1883,0.2,0
0.6687232,45.3917808219178,-94,34.2045083306109,-3276,-4269,27549,-2967,0.0993,0.1155,0
0.4548159,50.6109589041096,-2004,18.722212678234,-5032,-2306,52389,-2084,0.1799,0.2072,0
0.4901955,56.6575342465753,-4231,28.2270501835985,-13331,-864,29412,-2002,0.0532,0.042,0
0.651207,34.4712328767123,-4924,36.3636363636364,-2862,-2690,43312.5,-1728,0.0628,0.083,0
0.1013004,26.4301369863014,-2304,12.6496316758748,-1128,-1006,19548,-691,0.0319,0.0279,0
0.08964315,22.7068493150685,-178,30.130345334313,-3790,-1383,30622.5,-703,0.1576,0.1212,0
0.779706,42.7013698630137,-4586,36.3662498203249,-8285,-4370,31306.5,-1751,0.0508,0.0791,0
0.05510249,37.8849315068493,-461,16.4483190645229,-729,-817,21550.5,-1415,0.0619,0.0712,0
0.6947463,42.4794520547945,-4172,30.8917523014344,-8000,-3881,37368,-641,0.0213,0.0185,0
0.1111344,21.2657534246575,-421,12.5846276383911,-1633,-201,22599,-665,0.034,0.0405,0
0.7050797,39.7808219178082,-4783,20,-1611,-3939,13500,-2236,0.0085,0.0108,0
0.578081,36.8438356164384,-4067,9.20026007802341,-79,-1067,13842,-1359,0.0613,0.0311,0
0.513949779963508,60.8027397260274,-5124,21.5026878359795,-2820,365243,35995.5,-1175,0.1463,0.1905,0
0.6816561,62.0383561643836,-4569,23.6059113300493,-8767,365243,9135,-1936,0.0206,0.0262,0
0.352426,38.5123287671233,-4508,9.9080992637033,-7912,-2889,49504.5,-388,0.0694,0.0547,0
0.7391721,51.4191780821918,-2293,22.7014755959137,-10591,-763,11893.5,-526,0.3554,0.406,0
0.6651628,40.372602739726,-3857,19.5207630568803,-8795,-2580,38686.5,-1882,0.0578,0.0671,0
0.442381,61.8602739726027,-1743,22.6142029376095,-1,365243,33394.5,-719,0.0477,0.0526,0
0.5116716,63.4849315068493,-4831,22.6352433764633,-2434,365243,43821,-1314,0.0678,0.0729,0
0.05835465,28.1753424657534,-2649,20,-3020,-2986,10125,0,0.0504,0.0521,0
0.4703515,30.9397260273973,-2800,31.0010424422934,-434,-2220,30217.5,-643,0.0826,0.0771,0
0.1897343,32.3643835616438,-1747,24.5523174157303,-1075,-263,51264,-274,0.0742,0.0696,0
0.7326145,41.2602739726027,-2198,11.6214654282766,-8239,-1091,21802.5,-1192,0.0095,0.0121,0
0.5219156,51.9178082191781,-2391,11.5883239171375,-10121,-1170,23895,-879,0.3814,0.4409,0
0.2380357,50.9342465753425,-1380,19.4398318444561,-9759,-4396,17127,0,0.0912,0.0861,0
0.3041681,24.0465753424658,-1451,12.6582278481013,-8750,-221,10665,-249,0.1651,0.205,0
0.08011171,21.3452054794521,-476,12.5659713495853,-2656,-159,17905.5,0,0.0348,0.0492,0
0.3585685,56.9287671232877,-4236,23.6022579244464,-3387,-787,62181,-2182,0.0019,0.0024,0
0.6674528,24.2520547945205,-1145,20,-2831,-739,13500,-216,0.1336,0.1157,0
0.4649184,27.7808219178082,-2797,36.1261888192995,-363,-236,19399.5,-2,0.0354,0.0538,0
0.5215445,56.4794520547945,-4150,37.9097469785236,-6258,-6889,51754.5,-2648,0.2025,0.1347,0
0.7325802,35.2986301369863,-4937,20,-4463,-1141,22500,-2458,0.0991,0.1291,0
0.6652261,41.8657534246575,-4285,20,-2023,-1799,27000,-385,0.1532,0.1636,0
0.7737141,48.6164383561644,-1239,10.2651197235251,-6369,-8023,54688.5,-1090,0.0023,0.0209,0
0.6954044,27.8986301369863,-2056,27.6616355034918,-4117,-1250,19975.5,-846,0.0569,0.0473,0
0.4053711,36.0328767123288,-625,12.6579447612658,-605,-380,40243.5,-553,0.1082,0.1223,0
0.0760805,56.3917808219178,-4122,33.9809692409825,-1825,365243,20335.5,-809,0.0475,0.0264,0
0.7417105,27.9890410958904,-2707,19.0088611749262,-4553,-2755,27423,-303,0.069,0.0597,0
0.6364559,36.5506849315069,-3774,34.0833333333333,-7439,-4392,37800,-756,0.0052,0.0051,0
0.6770021,65.4109589041096,-4638,32.8034736643383,-1091,365243,23836.5,-4,0.056,0.0348,0
0.6227083,64.6465753424658,-5058,13.6848002358838,-4471,365243,30523.5,-2831,0.0866,0.1026,0
0.5704199,41.9917808219178,-4018,34.1036331149494,-7375,-864,45333,-203,0.0248,0.0373,0
0.6337446,46,-307,18.7156872460608,-4403,-4575,45409.5,-1539,0.2519,0.2356,0
0.6953906,39.0657534246575,-1385,19.5355334381002,-1647,-2401,51543,-381,0.0411,0.0353,0
0.6387499,26.2712328767123,-2276,20,-4398,-1515,7875,-2127,0.1939,0.1038,0
0.3886994,38.9835616438356,-4129,20,-3496,-2526,16875,-339,0.0201,0.0256,0
0.6724572,49.9123287671233,-1748,28.1248600920284,-1062,-1539,36184.5,-2523,0.0513,0.0528,0
0.5357761,30.586301369863,-577,13.7433664444142,-6663,-1603,33070.5,-1707,0.0326,0.0369,0
0.547215,30.0986301369863,-3409,12.6571265025758,-693,-3249,31446,-325,0.0737,0.0707,0
0.6339426,60.213698630137,-4128,23.4994761263284,-1161,-6576,30064.5,-103,0.0845,0.0663,0
0.4859229,57.3397260273973,-4471,18.3440751930178,-4783,365243,26811,-132,0.045,0.0635,0
0.4710979,47.2958904109589,-799,18.7261558357582,-7520,-546,55674,0,0.0261,0.0276,0
0.6853648,35.5479452054795,-3805,20,-7123,-714,13500,-584,0.0058,0.0064,0
0.6240329,61.3397260273973,-4297,26.3847152661844,-6713,-11191,24259.5,-2816,0.0832,0.0755,0
0.5587445,32.9068493150685,-1226,12.657803678747,-5145,-2334,24709.5,-1762,0.0321,0.0519,0
0.371778219122455,26.0109589041096,-1291,15.2546463915037,-309,-2510,18643.5,-387,0.0194,0.021,0
0.3768741,35.5013698630137,-3902,15.5569230769231,-7061,-3130,21937.5,-1963,0.0831,0.0877,0
0.7112484,35.4575342465753,-5301,15.5247797356828,-1805,-3007,16344,-1640,0.0546,0.0507,0
0.4474737,41.5452054794521,-4692,23.6027190332326,-602,-3699,47664,-1090,0.0503,0.0429,0
0.05311059,44.586301369863,-4530,20.6628477905074,-639,-1513,21996,0,0.0448,0.0666,0
0.5712342,28.4547945205479,-2781,11.6539235412475,-609,-1559,13419,-157,0.057,0.0596,0
0.2777281,27.5808219178082,-2487,23.5074940467853,-792,-2293,32125.5,-1063,0.0529,0.0637,0
0.6100825,40.0109589041096,-4852,23.5313913134925,-7336,-7241,42790.5,-2817,0.1342,0.1466,0
0.636218,45.9205479452055,-295,21.4500214500214,-1857,-553,20979,-137,0.0275,0.0463,0
0.4442698,30.2219178082192,-3235,8.4132721877529,-3857,-1481,83407.5,-1697,0.2123,0.2434,0
0.6745778,36.3643835616438,-4507,23.481749186845,-1216,-327,24903,-514,0.0416,0.0462,0
0.2872346,35.2438356164384,-1373,22.4596925384327,-3004,-4743,12001.5,-1701,0.0479,0.0609,0
0.7245806,27.5561643835616,-2738,14.9209191286183,-490,-1296,45238.5,-2440,0.052,0.0443,0
0.673939,54.8739726027397,-3562,9.66622162883845,-8176,-6566,13482,-1658,0.0546,0.0616,0
0.6178152,65.2082191780822,-4909,25.2173621959384,-12061,365243,20164.5,-3096,0.226,0.1549,0
0.6321952,29.1698630136986,-2293,34.0631219789593,-4934,-2604,31653,-1771,0.081,0.0808,0
